"","unlistTitulosgenero","Freq","unlistTitulostitulos","Freq","Var1","Freq"
"999","Género(s):RomanceReencarnacióNArtes MarcialesFantasíADrama",2,"La ciudad de los esclavos",1,"6748",1
"1000","Género(s):RomanceShojo",6,"La Dama y su Mayordomo",2,"6751",1
"1001","Género(s):RomanceShojo ",1,"La extraña historia de un chico de al lado y un novelista",1,"6753",1
"1002","Género(s):RomanceShojoSobrenatural",1,"La Fruta Vaca-Vaca (One Piece Doujin)",1,"6755",1
"1003","Género(s):RomanceShojoVida Escolar",14,"La historia de la chica con ojos Sanpaku",1,"6756",1
"1004","Género(s):RomanceShonen-Ai (Yaoi Soft)Vida Escolar",4,"La leyenda de la talentosa princesa genio médico veneno",1,"6760",2
"1005","Género(s):RomanceShoujoSmut",1,"La magia de un retornado debe ser especial",2,"6775",1
"1006","Género(s):RomanceTragediaWebcomic",1,"La razón por la que Raeliana terminó en la mansión del duque",2,"6778",1
"1007","Género(s):RomanceVida Escolar",14,"La Tentación del Diablo",2,"6845",1
"1008","Género(s):RomanceVida EscolarComedia",2,"LA TENTACIÓN DEL GATO DEMONIO",1,"6890",1
"1009","Género(s):RomanceVida EscolarYaoi",1,"La Tinta",1,"6895",1
"1010","Género(s):RomanceYaoi",2,"La Verdad de un Matrimonio",1,"6896",1
"1011","Género(s):RomanceYaoi (Soft)",3,"La vida diaria de Mai-Chan",1,"6915",1
"1012","Género(s):RomanceYaoiDrama",2,"Lagrimas en los ojos del Animal",1,"6927",1
"1013","Género(s):RomanceYaoiRecuentos De La VidaDrama",2,"Lan Chi",1,"6932",1
"1014","Género(s):RomanceYuri ",1,"Las Flores de Cerezo Después del Invierno",1,"6942",1
"1015","Género(s):Shojo-Ai (Yuri Soft)Recuentos De La Vida",1,"Las Flores de Cerezo Después del Invierno 2",1,"6968",1
"1016","Género(s):Shonen-Ai (Yaoi Soft)",5,"Last Game",1,"6996",1
"1017","Género(s):Shonen-Ai (Yaoi Soft)Comedia",1,"Legend",1,"7000",1
"1018","Género(s):Shonen-Ai (Yaoi Soft)ComediaRomanceRecuentos De La Vida",1,"Lessa - The Crimson Knight",1,"7003",1
"1019","Género(s):Shonen-Ai (Yaoi Soft)DramaPsicolóGico",1,"LET'S STUDY, SHALL WE?",1,"7004",1
"1020","Género(s):Shonen-Ai (Yaoi Soft)DramaPsicolóGicoRomanceRecuentos De La Vida",1,"Lets Lagoon",1,"7029",1
"1021","Género(s):Shonen-Ai (Yaoi Soft)DramaSobrenaturalRecuentos De La VidaComedia",1,"Life and Death",1,"7033",1
"1022","Género(s):Shonen-Ai (Yaoi Soft)Recuentos De La VidaMisterioRomance",1,"Like Cat And Dog (Gintama Dj)",1,"7036",1
"1023","Género(s):Shonen-Ai (Yaoi Soft)Romance",5,"lilith",1,"7047",1
"1024","Género(s):Shonen-Ai (Yaoi Soft)RomanceDrama",1,"Lily",1,"7075",1
"1025","Género(s):Shonen-Ai (Yaoi Soft)RomanceRecuentos De La VidaDrama",1,"Lily (Bai he)",1,"7088",1
"1026","Género(s):Shonen-Ai (Yaoi Soft)VampirosFantasíARomance",2,"Liming You Xingchen",1,"7095",1
"1027","Género(s):Shonen-Ai (Yaoi Soft)Vida Escolar",3,"Limited Lovers",1,"7100",1
"1028","Género(s):Shoujo-AiVida EscolarYuri",1,"Lip ni Shadow",1,"7118",1
"1029","Género(s):SobrenaturalRomanceDrama",1,"Lip Smoke",1,"7122",2
"1030","Género(s):SobrenaturalVampirosRomanceMisterioDrama",1,"Little Butterfly",1,"7130",1
"1031","Género(s):SobrenaturalVampirosYaoi (Soft)FantasíA",1,"Little Girl",1,"7141",1
"1032","Género(s):SobrenaturalVida EscolarYaoi",1,"Live or Not",1,"7407",1
"1033","Género(s):SobrenaturalYaoi (Soft)RomanceFantasíA",1,"Living no Matsunaga-san",1,"7450",1
"1034","Género(s):SuspenseMisterioPsicolóGico",1,"Llevando la granja para vivir en otro mundo (Novela)",2,"7468",1
"1035","Género(s):SuspenseVida EscolarMisterio",1,"loli Estoy bien mama",1,"7486",1
"1036","Género(s):VampirosSobrenaturalVida EscolarYaoiRomance",1,"Looking for a father",1,"7509",1
"1037","Género(s):VampirosYaoi (Soft)Romance",2,"Los dioses hacen lo que quieren",1,"7528",1
"1038","Género(s):Vida EscolarComediaRecuentos De La Vida Romance",2,"Loser",1,"7543",1
"1039","Género(s):Vida EscolarComediaRecuentos De La VidaRomance",1,"Love Berrish",1,"7552",1
"1040","Género(s):Vida EscolarDramaComediaRomance",2,"Love Celeb",2,"7555",1
"1041","Género(s):Vida EscolarRomance",3,"Love comedy style",1,"7574",1
"1042","Género(s):Vida EscolarRomanceComediaPsicolóGicoDrama",1,"Love DNA XX",1,"7586",1
"1043","Género(s):Vida EscolarRomanceDrama",1,"Love Fighter Shuravan",1,"7618",1
"1044","Género(s):Vida EscolarRomanceVampirosHaremComediaDrama",1,"Love in the mask - amor tras la mascara",1,"7622",1
"1045","Género(s):Vida EscolarSobrenatural",1,"Love is Cherry Pink",1,"7661",2
"1046","Género(s):Vida EscolarSobrenaturalRomanceYaoiComediaAdult",1,"Love Junkies",1,"7668",1
"1047","Género(s):Vida EscolarYaoi",1,"Love Love Game",1,"7706",1
"1048","Género(s):Vida EscolarYaoi (Soft)ComediaRomance",3,"Love me hard (yaoi)",1,"7710",2
"1049","Género(s):Vida EscolarYaoiComedia",1,"Love Parameter",2,"7717",1
"1050","Género(s):Vida EscolarYuri",1,"Love phantom",1,"7745",1
"1051","Género(s):Yaoi",10,"Love Riron",1,"7746",1
"1052","Género(s):Yaoi (Soft)",13,"Love Sisters",1,"7762",1
"1053","Género(s):Yaoi (Soft)ComediaDramaRomanceAccióN",1,"Love Stage!",2,"7791",1
"1054","Género(s):Yaoi (Soft)ComediaRecuentos De La Vida",1,"Lovecome Like A Demon",1,"7792",1
"1055","Género(s):Yaoi (Soft)ComediaRomance",1,"Loveless",1,"7806",1
"1056","Género(s):Yaoi (Soft)DramaRomance",1,"Lover Boy",1,"7984",2
"1057","Género(s):Yaoi (Soft)FantasíAComedia",1,"Lover Boy (Jeky)",1,"7987",1
"1058","Género(s):Yaoi (Soft)Recuentos De La VidaRomance",1,"Lover Boy (Zec)",1,"7992",2
"1059","Género(s):Yaoi (Soft)Romance",5,"Lovey Dovey",2,"8000",1
"1060","Género(s):Yaoi (Soft)RomanceComedia",1,"Lueduo Diren de Xin",1,"8005",1
"1061","Género(s):Yaoi (Soft)RomanceDrama",1,"Lunar Legend Tsukihime",1,"8012",2
"1062","Género(s):Yaoi (Soft)RomanceDramaYaoi",2,"Luz y Sombra",1,"8018",2
"1063","Género(s):Yaoi (Soft)RomanceRecuentos De La Vida",1,"LV999 Villager (Novela)",1,"8020",2
"1064","Género(s):Yaoi (Soft)SobrenaturalRecuentos De La Vida",1,"Machida-kun no sekai",1,"8027",1
"1065","Género(s):Yaoi (Soft)SobrenaturalRomanceFantasíA",1,"Machine-Doll wa Kizutsukanai",2,"8043",1
"1066","Género(s):YaoiComedia",2,"Mad Cinderella",3,"8050",1
"1067","Género(s):YaoiComedia Romance",1,"Madan no Ou to Vanadis",1,"8052",1
"1068","Género(s):YaoiComediaFantasíA",2,"Made in Abyss",1,"8058",1
"1069","Género(s):YaoiComediaRomance",1,"Made in honey",1,"8061",1
"1070","Género(s):YaoiComediaRomanceRecuentos De La Vida",1,"Mage & Demon Queen",1,"8085",1
"1071","Género(s):YaoiComediaVida Escolar",1,"Magi",1,"8088",1
"1072","Género(s):YaoiDramaMagiaRomanceSobrenatural",1,"Magi - Sinbad no Bouken",1,"8096",1
"1073","Género(s):YaoiDramaRecuentos De La Vida",1,"Magi Craft Meister",1,"8104",1
"1074","Género(s):YaoiDramaRecuentos De La VidaComedia",1,"Magical Change",1,"8114",1
"1075","Género(s):YaoiDramaRecuentos De La VidaRomance",1,"Magicalize (Inomaru)",2,"8124",2
"1076","Género(s):YaoiDramaRomanceComedia",2,"Magician (KIM Sarae)",2,"8127",2
"1077","Género(s):YaoiDramaRomanceVida EscolarRecuentos De La Vida",2,"Magico",2,"8129",1
"1078","Género(s):YaoiDramaVida Escolar",1,"Magika no Kenshi to Shoukan Maou",1,"8131",1
"1079","Género(s):YaoiRomance",6,"Mahou Sensei Negima",2,"8135",1
"1080","Género(s):YaoiRomanceDramaRecuentos De La Vida",1,"Mahou Shoujo of the End",1,"8138",1
"1081","Género(s):YaoiRomanceDramaRecuentos De La VidaSobrenatural",1,"Mahou Shoujo Site",2,"8147",1
"1082","Género(s):YaoiRomanceTragediaDrama",1,"Mahou Shoujo Tokushuusen Asuka",1,"8151",1
"1083","Género(s):YaoiRomanceVida EscolarRecuentos De La VidaComedia",2,"Mahouka Koukou no Yuutousei",3,"8153",1
"1084","Género(s):YaoiSobrenaturalDramaRomance",1,"Mahoutsukai no Konyakusha",2,"8155",2
"1085","Género(s):YaoiSobrenaturalRomance",1,"Mai ball!",1,"8164",1
"1086","Género(s):YaoiVida Escolar",1,"MAIDEN ROSE (Hyakujitsu no Bara)",3,"8178",1
"1087","Género(s):YaoiVida EscolarComedia",1,"Mainichi Kiss Shite Ii Desu ka?",2,"8200",2
"1088","Género(s):YaoiVida EscolarRomanceGender Bender",1,"Mairimashita, senpai",1,"8214",1
"1089","Género(s):Yuri",1,"Mairunovich",1,"8219",1
"1090","Género(s):Yuri (Soft)",2,"Maiwai",2,"8234",1
"1091","Género(s):Yuri (Soft)ComediaAventura",1,"Majo no Biyaku",1,"8238",1
"1092","Género(s):Yuri (Soft)HistóRicoRomance",1,"Major 2nd",1,"8245",1
"1093","Género(s):Yuri (Soft)RomanceComedia",1,"Maki-chan wa Kare to Sex Shitai",1,"8265",1
"1094","Género(s):Yuri (Soft)VampirosVida EscolarSobrenatural",1,"Makikomarete Isekai Teni Suru Yatsu Wa",1,"8286",1
"1095","Género(s):YuriComediaMagiaFantasíASobrenatural",1,"MAKIKOMARETE ISEKAI TENI SURU YATSU WA, TAITEI CHEAT",1,"8295",1
"1096","Género(s):YuriDramaRomance",1,"Manabi Ikiru ha Huuhu no Tsutome",1,"8300",1
"1097","Género(s):YuriRecuentos De La VidaComediaRomance",1,"Mango´s Bone",1,"8320",1
"1098","Género(s):YuriRomanceSobrenatural",1,"Manuke na FPS Player ga Isekai e Ochita Baai",1,"8332",1
"1099","Género(s):YuriVida Escolar",1,"MAOU-JOU DE OYASUMI",1,"8355",1
